Capacity,Occupancy,LastUpdated
720,635,2021-11-02 14:03:20
720,632,2021-11-02 14:30:16
720,630,2021-11-02 14:56:19
720,590,2021-11-02 15:29:19
720,537,2021-11-02 16:03:20
720,471,2021-11-02 16:30:18
720,358,2021-11-03 08:00:22
720,426,2021-11-03 08:26:26
720,504,2021-11-03 09:00:22
720,560,2021-11-03 09:26:22
720,616,2021-11-03 10:00:22
720,628,2021-11-03 10:26:25
720,632,2021-11-03 11:00:24
720,637,2021-11-03 11:26:27
720,647,2021-11-03 12:00:26
720,652,2021-11-03 12:26:27
720,657,2021-11-03 12:59:26
720,654,2021-11-03 13:20:27
720,656,2021-11-03 13:59:26
720,644,2021-11-03 14:26:23
720,629,2021-11-03 15:00:23
720,612,2021-11-03 15:26:24
720,560,2021-11-03 16:03:28
720,500,2021-11-03 16:30:27
720,338,2021-11-04 08:00:29
720,397,2021-11-04 08:26:32
720,460,2021-11-04 08:59:32
720,523,2021-11-04 09:33:32
720,547,2021-11-04 10:00:29
720,556,2021-11-04 10:26:31
720,557,2021-11-04 11:00:33
720,556,2021-11-04 11:33:31
720,566,2021-11-04 12:00:31
720,559,2021-11-04 12:33:34
720,563,2021-11-04 13:00:30
720,548,2021-11-04 13:26:33
720,539,2021-11-04 13:59:31
720,528,2021-11-04 14:26:30
720,507,2021-11-04 15:00:30
720,474,2021-11-04 15:26:30
720,425,2021-11-04 16:00:33
720,382,2021-11-04 16:26:30
720,167,2021-11-05 08:00:35
720,172,2021-11-05 08:26:35
720,189,2021-11-05 08:59:37
720,207,2021-11-05 09:26:38
720,223,2021-11-05 09:59:37
720,242,2021-11-05 10:33:38
720,254,2021-11-05 10:59:39
720,271,2021-11-05 11:26:38
720,299,2021-11-05 12:06:39
720,314,2021-11-05 12:20:38
720,332,2021-11-05 13:00:37
720,333,2021-11-05 13:33:39
720,333,2021-11-05 13:59:41
720,338,2021-11-05 14:26:39
720,334,2021-11-05 15:00:40
720,323,2021-11-05 15:26:40
720,294,2021-11-05 16:00:41
720,266,2021-11-05 16:26:40
720,162,2021-11-06 08:00:42
720,166,2021-11-06 08:26:43
720,178,2021-11-06 09:00:42
720,180,2021-11-06 09:33:44
720,188,2021-11-06 10:00:43
720,194,2021-11-06 10:26:46
720,210,2021-11-06 10:59:45
720,214,2021-11-06 11:26:44
720,224,2021-11-06 11:59:43
720,227,2021-11-06 12:26:47
720,237,2021-11-06 13:06:45
720,241,2021-11-06 13:19:48
720,234,2021-11-06 13:59:46
720,232,2021-11-06 14:33:47
720,227,2021-11-06 15:00:47
720,211,2021-11-06 15:26:45
720,194,2021-11-06 15:59:48
720,181,2021-11-06 16:26:45
720,363,2021-11-07 08:00:52
720,428,2021-11-07 08:26:53
720,520,2021-11-07 08:59:50
720,584,2021-11-07 09:26:49
720,624,2021-11-07 09:59:50
720,651,2021-11-07 10:26:49
720,658,2021-11-07 10:53:49
720,651,2021-11-07 11:26:51
720,661,2021-11-07 11:59:51
720,667,2021-11-07 12:26:50
720,658,2021-11-07 12:59:53
720,651,2021-11-07 13:33:52
720,658,2021-11-07 13:59:54
720,647,2021-11-07 14:33:55
720,628,2021-11-07 15:00:51
720,604,2021-11-07 15:33:53
720,550,2021-11-07 16:00:51
720,466,2021-11-07 16:33:53
720,368,2021-11-08 07:59:58
720,441,2021-11-08 08:26:55
720,533,2021-11-08 08:59:56
720,568,2021-11-08 09:26:56
720,626,2021-11-08 09:59:56
720,665,2021-11-08 10:33:59
720,682,2021-11-08 11:00:00
720,691,2021-11-08 11:33:56
720,705,2021-11-08 11:59:58
720,703,2021-11-08 12:27:01
720,699,2021-11-08 13:00:00
720,675,2021-11-08 13:34:01
720,670,2021-11-08 14:00:59
720,658,2021-11-08 14:26:58
720,645,2021-11-08 15:00:02
720,607,2021-11-08 15:33:57
720,566,2021-11-08 16:01:02
720,476,2021-11-08 16:34:02
720,365,2021-11-09 08:00:02
720,424,2021-11-09 08:27:02
720,490,2021-11-09 09:00:07
720,567,2021-11-09 09:34:05
720,617,2021-11-09 10:00:05
720,660,2021-11-09 10:27:03
720,661,2021-11-09 11:00:04
720,665,2021-11-09 11:27:04
720,678,2021-11-09 12:00:06
720,673,2021-11-09 12:27:05
720,669,2021-11-09 13:00:08
720,666,2021-11-09 13:27:04
720,672,2021-11-09 14:00:04
720,657,2021-11-09 14:27:08
720,642,2021-11-09 15:00:06
720,605,2021-11-09 15:34:05
720,546,2021-11-09 16:00:09
720,455,2021-11-09 16:34:06
720,367,2021-11-10 08:00:12
720,464,2021-11-10 08:34:11
720,501,2021-11-10 09:00:09
720,548,2021-11-10 09:27:11
720,587,2021-11-10 09:47:13
720,623,2021-11-10 10:27:10
720,631,2021-11-10 11:00:12
720,648,2021-11-10 11:27:14
720,659,2021-11-10 12:00:10
720,675,2021-11-10 12:27:14
720,667,2021-11-10 13:00:13
720,676,2021-11-10 13:34:14
720,668,2021-11-10 14:00:15
720,657,2021-11-10 14:27:13
720,641,2021-11-10 15:00:13
720,609,2021-11-10 15:27:15
720,562,2021-11-10 16:00:15
720,514,2021-11-10 16:27:13
720,371,2021-11-11 08:00:17
720,441,2021-11-11 08:27:19
720,511,2021-11-11 09:00:19
720,559,2021-11-11 09:27:16
720,605,2021-11-11 10:00:16
720,635,2021-11-11 10:27:18
720,645,2021-11-11 11:00:18
720,646,2021-11-11 11:27:18
720,660,2021-11-11 12:00:21
720,655,2021-11-11 12:27:21
720,662,2021-11-11 13:00:19
720,647,2021-11-11 13:34:21
720,642,2021-11-11 14:00:21
720,643,2021-11-11 14:27:18
720,618,2021-11-11 15:00:21
720,572,2021-11-11 15:34:20
720,526,2021-11-11 16:00:21
720,435,2021-11-11 16:34:18
720,196,2021-11-12 08:00:26
720,204,2021-11-12 08:27:25
720,233,2021-11-12 09:00:26
720,261,2021-11-12 09:27:26
720,310,2021-11-12 10:00:25
720,341,2021-11-12 10:27:27
720,361,2021-11-12 11:00:27
720,390,2021-11-12 11:34:23
720,408,2021-11-12 12:00:27
720,427,2021-11-12 12:27:23
720,451,2021-11-12 13:00:28
720,463,2021-11-12 13:27:27
720,468,2021-11-12 14:00:26
720,467,2021-11-12 14:27:28
720,469,2021-11-12 15:00:28
720,459,2021-11-12 15:27:27
720,412,2021-11-12 16:00:24
720,368,2021-11-12 16:34:28
720,196,2021-11-13 08:00:29
720,195,2021-11-13 08:27:31
720,199,2021-11-13 09:00:32
720,199,2021-11-13 09:13:29
720,209,2021-11-13 09:53:30
720,222,2021-11-13 10:27:34
720,244,2021-11-13 11:00:32
720,251,2021-11-13 11:27:32
720,276,2021-11-13 12:00:34
720,290,2021-11-13 12:27:31
720,304,2021-11-13 13:07:31
720,309,2021-11-13 13:33:34
720,311,2021-11-13 14:00:35
720,290,2021-11-13 14:27:35
720,281,2021-11-13 15:00:35
720,266,2021-11-13 15:27:35
720,243,2021-11-13 16:00:32
720,215,2021-11-13 16:27:34
720,352,2021-11-14 08:00:37
720,446,2021-11-14 08:33:40
720,515,2021-11-14 09:00:38
720,593,2021-11-14 09:27:40
720,633,2021-11-14 10:00:37
720,656,2021-11-14 10:27:38
720,668,2021-11-14 11:00:39
720,676,2021-11-14 11:27:40
720,679,2021-11-14 12:00:37
720,681,2021-11-14 12:27:39
720,688,2021-11-14 13:00:38
720,691,2021-11-14 13:27:41
720,691,2021-11-14 14:00:38
720,692,2021-11-14 14:33:40
720,681,2021-11-14 15:00:38
720,656,2021-11-14 15:27:42
720,614,2021-11-14 16:00:39
720,538,2021-11-14 16:27:39
720,357,2021-11-15 07:57:43
720,453,2021-11-15 08:30:47
720,529,2021-11-15 08:57:45
720,620,2021-11-15 09:30:46
720,685,2021-11-15 09:57:44
720,719,2021-11-15 10:30:47
720,719,2021-11-15 11:03:48
720,712,2021-11-15 11:30:46
720,713,2021-11-15 11:57:47
720,701,2021-11-15 12:30:45
720,705,2021-11-15 12:57:48
720,705,2021-11-15 13:30:48
720,701,2021-11-15 14:03:46
720,695,2021-11-15 14:30:48
720,677,2021-11-15 15:03:48
720,642,2021-11-15 15:30:49
720,601,2021-11-15 15:57:49
720,521,2021-11-15 16:30:46
720,385,2021-11-16 08:00:51
720,456,2021-11-16 08:27:50
720,541,2021-11-16 09:00:51
720,607,2021-11-16 09:27:53
720,683,2021-11-16 10:00:54
720,716,2021-11-16 10:33:53
720,723,2021-11-16 11:00:51
720,715,2021-11-16 11:27:51
720,713,2021-11-16 12:00:54
720,716,2021-11-16 12:27:54
720,713,2021-11-16 13:00:54
720,707,2021-11-16 13:27:55
720,702,2021-11-16 14:00:55
720,691,2021-11-16 14:27:52
720,669,2021-11-16 15:00:55
720,632,2021-11-16 15:33:56
720,590,2021-11-16 16:00:57
720,475,2021-11-16 16:33:57
720,391,2021-11-17 08:04:02
720,452,2021-11-17 08:31:01
720,524,2021-11-17 09:03:57
720,594,2021-11-17 09:31:01
720,640,2021-11-17 09:57:02
720,675,2021-11-17 10:31:02
720,686,2021-11-17 11:04:02
720,688,2021-11-17 11:31:02
720,697,2021-11-17 12:04:02
720,704,2021-11-17 12:31:03
720,695,2021-11-17 13:04:03
720,688,2021-11-17 13:31:03
720,679,2021-11-17 14:04:03
720,670,2021-11-17 14:30:59
720,655,2021-11-17 14:58:03
720,628,2021-11-17 15:30:59
720,576,2021-11-17 15:58:03
720,506,2021-11-17 16:31:04
720,373,2021-11-18 08:01:05
720,373,2021-11-18 08:01:05
720,439,2021-11-18 08:27:05
720,563,2021-11-18 09:27:07
720,617,2021-11-18 10:01:06
720,636,2021-11-18 10:27:05
720,642,2021-11-18 11:01:06
720,654,2021-11-18 11:34:08
720,655,2021-11-18 12:01:06
720,657,2021-11-18 12:27:09
720,631,2021-11-18 13:01:10
720,631,2021-11-18 13:34:10
720,628,2021-11-18 14:01:10
720,623,2021-11-18 14:28:08
720,602,2021-11-18 15:01:07
720,581,2021-11-18 15:28:08
720,532,2021-11-18 16:01:10
720,469,2021-11-18 16:28:10
720,191,2021-11-19 07:57:12
720,222,2021-11-19 08:31:12
720,268,2021-11-19 08:57:12
720,319,2021-11-19 09:31:13
720,364,2021-11-19 10:04:14
720,408,2021-11-19 10:31:15
720,444,2021-11-19 10:58:15
720,470,2021-11-19 11:31:15
720,512,2021-11-19 12:04:16
720,553,2021-11-19 12:31:16
720,585,2021-11-19 13:04:16
720,594,2021-11-19 13:31:17
720,617,2021-11-19 14:04:17
720,610,2021-11-19 14:31:17
720,591,2021-11-19 15:04:16
720,583,2021-11-19 15:31:17
720,543,2021-11-19 16:04:17
720,482,2021-11-19 16:31:15
720,175,2021-11-20 08:01:19
720,186,2021-11-20 08:27:22
720,195,2021-11-20 09:01:19
720,195,2021-11-20 09:21:22
720,207,2021-11-20 10:01:20
720,218,2021-11-20 10:27:22
720,237,2021-11-20 11:01:22
720,255,2021-11-20 11:27:22
720,276,2021-11-20 12:01:20
720,295,2021-11-20 12:34:23
720,317,2021-11-20 13:07:23
