Capacity,Occupancy,LastUpdated
1200,654,2021-10-07 14:30:32
1200,634,2021-10-07 15:04:30
1200,616,2021-10-07 15:30:32
1200,586,2021-10-07 15:57:31
1200,503,2021-10-07 16:30:29
1200,111,2021-10-08 07:50:33
1200,125,2021-10-08 08:30:37
1200,149,2021-10-08 08:57:34
1200,177,2021-10-08 09:30:37
1200,227,2021-10-08 10:04:34
1200,262,2021-10-08 10:30:34
1200,289,2021-10-08 10:57:34
1200,337,2021-10-08 11:30:38
1200,371,2021-10-08 12:04:34
1200,394,2021-10-08 12:30:36
1200,435,2021-10-08 13:04:39
1200,451,2021-10-08 13:30:36
1200,479,2021-10-08 14:03:38
1200,497,2021-10-08 14:30:35
1200,526,2021-10-08 14:57:41
1200,513,2021-10-08 15:30:39
1200,482,2021-10-08 16:04:39
1200,433,2021-10-08 16:30:42
1200,102,2021-10-09 08:04:40
1200,55,2021-10-09 08:30:45
1200,62,2021-10-09 09:04:46
1200,86,2021-10-09 09:30:45
1200,97,2021-10-09 09:57:41
1200,103,2021-10-09 10:30:43
1200,115,2021-10-09 11:04:44
1200,157,2021-10-09 11:30:41
1200,179,2021-10-09 11:57:46
1200,206,2021-10-09 12:30:41
1200,214,2021-10-09 13:04:43
1200,223,2021-10-09 13:30:42
1200,226,2021-10-09 14:03:42
1200,241,2021-10-09 14:30:42
1200,227,2021-10-09 15:04:44
1200,210,2021-10-09 15:30:46
1200,191,2021-10-09 16:03:43
1200,163,2021-10-09 16:30:43
1200,201,2021-10-10 08:04:47
1200,270,2021-10-10 08:30:47
1200,402,2021-10-10 09:04:47
1200,522,2021-10-10 09:30:49
1200,622,2021-10-10 10:03:48
1200,646,2021-10-10 10:30:48
1200,683,2021-10-10 10:57:52
1200,708,2021-10-10 11:30:48
1200,726,2021-10-10 11:57:49
1200,717,2021-10-10 12:30:48
1200,715,2021-10-10 13:04:49
1200,715,2021-10-10 13:30:49
1200,701,2021-10-10 14:03:49
1200,681,2021-10-10 14:30:49
1200,661,2021-10-10 14:57:54
1200,641,2021-10-10 15:30:49
1200,618,2021-10-10 15:57:55
1200,555,2021-10-10 16:30:49
1200,243,2021-10-11 08:04:57
1200,303,2021-10-11 08:30:54
1200,399,2021-10-11 08:57:56
1200,561,2021-10-11 09:30:55
1200,643,2021-10-11 09:57:59
1200,699,2021-10-11 10:30:54
1200,722,2021-10-11 10:57:55
1200,739,2021-10-11 11:30:59
1200,766,2021-10-11 12:03:55
1200,790,2021-10-11 12:30:56
1200,784,2021-10-11 13:04:00
1200,770,2021-10-11 13:31:01
1200,765,2021-10-11 14:04:00
1200,741,2021-10-11 14:30:56
1200,702,2021-10-11 15:03:58
1200,670,2021-10-11 15:33:56
1200,641,2021-10-11 16:01:00
1200,560,2021-10-11 16:26:56
1200,235,2021-10-12 08:04:00
1200,307,2021-10-12 08:31:01
1200,435,2021-10-12 09:03:59
1200,536,2021-10-12 09:26:58
1200,640,2021-10-12 10:01:04
1200,696,2021-10-12 10:31:04
1200,728,2021-10-12 11:04:01
1200,744,2021-10-12 11:31:05
1200,754,2021-10-12 12:04:04
1200,755,2021-10-12 12:31:05
1200,752,2021-10-12 13:04:04
1200,757,2021-10-12 13:34:03
1200,749,2021-10-12 14:01:03
1200,725,2021-10-12 14:34:04
1200,668,2021-10-12 15:01:03
1200,637,2021-10-12 15:30:59
1200,597,2021-10-12 15:57:05
1200,524,2021-10-12 16:31:05
1200,201,2021-10-13 07:57:02
1200,293,2021-10-13 08:31:06
1200,410,2021-10-13 09:04:02
1200,542,2021-10-13 09:31:01
1200,624,2021-10-13 09:57:08
1200,682,2021-10-13 10:31:03
1200,715,2021-10-13 11:04:08
1200,735,2021-10-13 11:31:06
1200,755,2021-10-13 11:57:06
1200,760,2021-10-13 12:31:08
1200,764,2021-10-13 13:04:04
1200,759,2021-10-13 13:31:08
1200,747,2021-10-13 13:57:07
1200,721,2021-10-13 14:31:06
1200,699,2021-10-13 15:04:08
1200,687,2021-10-13 15:31:08
1200,647,2021-10-13 16:04:08
1200,586,2021-10-13 16:31:08
1200,213,2021-10-14 08:01:05
1200,283,2021-10-14 08:27:10
1200,392,2021-10-14 09:01:08
1200,499,2021-10-14 09:27:10
1200,600,2021-10-14 10:01:11
1200,636,2021-10-14 10:27:09
1200,657,2021-10-14 11:01:07
1200,671,2021-10-14 11:27:06
1200,668,2021-10-14 12:01:11
1200,657,2021-10-14 12:27:06
1200,657,2021-10-14 13:01:11
1200,646,2021-10-14 13:27:07
1200,642,2021-10-14 14:01:11
1200,641,2021-10-14 14:34:08
1200,617,2021-10-14 15:01:12
1200,576,2021-10-14 15:27:08
1200,542,2021-10-14 16:01:11
1200,462,2021-10-14 16:34:08
1200,94,2021-10-15 08:01:11
1200,116,2021-10-15 08:34:10
1200,143,2021-10-15 09:01:09
1200,161,2021-10-15 09:27:11
1200,200,2021-10-15 10:01:12
1200,228,2021-10-15 10:27:15
1200,273,2021-10-15 11:01:14
1200,278,2021-10-15 11:27:14
1200,302,2021-10-15 12:01:12
1200,327,2021-10-15 12:27:10
1200,383,2021-10-15 13:01:14
1200,431,2021-10-15 13:34:13
1200,441,2021-10-15 14:01:13
1200,455,2021-10-15 14:27:12
1200,476,2021-10-15 15:01:13
1200,480,2021-10-15 15:27:12
1200,479,2021-10-15 16:01:15
1200,442,2021-10-15 16:27:16
1200,87,2021-10-16 07:47:16
1200,91,2021-10-16 08:27:13
1200,111,2021-10-16 09:01:15
1200,131,2021-10-16 09:27:13
1200,165,2021-10-16 10:01:13
1200,169,2021-10-16 10:21:13
1200,164,2021-10-16 11:01:13
1200,191,2021-10-16 11:27:17
1200,237,2021-10-16 12:01:16
1200,268,2021-10-16 12:27:14
1200,276,2021-10-16 13:01:16
1200,293,2021-10-16 13:27:17
1200,303,2021-10-16 14:01:18
1200,305,2021-10-16 14:34:14
1200,282,2021-10-16 15:01:18
1200,245,2021-10-16 15:31:18
1200,221,2021-10-16 15:57:16
1200,181,2021-10-16 16:31:17
1200,201,2021-10-17 08:01:16
1200,250,2021-10-17 08:27:16
1200,350,2021-10-17 09:01:17
1200,440,2021-10-17 09:27:20
1200,568,2021-10-17 10:04:20
1200,615,2021-10-17 10:31:16
1200,663,2021-10-17 11:04:20
1200,674,2021-10-17 11:31:18
1200,683,2021-10-17 12:04:19
1200,685,2021-10-17 12:31:21
1200,696,2021-10-17 12:57:17
1200,688,2021-10-17 13:31:21
1200,684,2021-10-17 14:04:21
1200,686,2021-10-17 14:31:21
1200,662,2021-10-17 14:57:18
1200,622,2021-10-17 15:31:21
1200,590,2021-10-17 15:57:17
1200,510,2021-10-17 16:28:21
1200,247,2021-10-18 08:01:23
1200,247,2021-10-18 08:01:23
1200,247,2021-10-18 08:01:23
1200,323,2021-10-18 08:28:25
1200,437,2021-10-18 09:01:23
1200,561,2021-10-18 09:28:22
1200,679,2021-10-18 10:01:25
1200,727,2021-10-18 10:28:58
1200,754,2021-10-18 11:01:57
1200,741,2021-10-18 11:27:56
1200,767,2021-10-18 12:01:59
1200,776,2021-10-18 12:27:57
1200,779,2021-10-18 13:01:56
1200,774,2021-10-18 13:28:57
1200,766,2021-10-18 13:54:59
1200,759,2021-10-18 14:27:56
1200,729,2021-10-18 15:01:58
1200,689,2021-10-18 15:27:59
1200,267,2021-10-19 08:05:03
1200,314,2021-10-19 08:25:01
1200,463,2021-10-19 08:58:05
1200,591,2021-10-19 09:32:04
1200,660,2021-10-19 09:58:04
1200,724,2021-10-19 10:25:04
1200,765,2021-10-19 10:59:00
1200,769,2021-10-19 11:25:04
1200,794,2021-10-19 11:59:05
1200,794,2021-10-19 12:25:00
1200,780,2021-10-19 12:58:01
1200,783,2021-10-19 13:25:03
1200,761,2021-10-19 13:58:02
1200,759,2021-10-19 14:32:03
1200,747,2021-10-19 14:58:03
1200,701,2021-10-19 15:32:05
1200,655,2021-10-19 15:59:01
1200,578,2021-10-19 16:25:03
1200,89,2021-10-22 07:46:41
1200,106,2021-10-22 08:26:46
1200,135,2021-10-22 08:59:44
1200,152,2021-10-22 09:26:47
1200,193,2021-10-22 09:59:44
1200,216,2021-10-22 10:26:47
1200,269,2021-10-22 10:59:47
1200,284,2021-10-22 11:32:43
1200,306,2021-10-22 11:59:46
1200,350,2021-10-22 12:32:47
1200,385,2021-10-22 12:59:47
1200,414,2021-10-22 13:32:43
1200,413,2021-10-22 13:59:48
1200,441,2021-10-22 14:39:47
1200,440,2021-10-22 14:59:48
1200,437,2021-10-22 15:26:49
1200,425,2021-10-22 15:59:47
1200,398,2021-10-22 16:26:47
1200,105,2021-10-23 08:52:49
1200,105,2021-10-23 08:52:49
1200,105,2021-10-23 08:52:49
1200,124,2021-10-23 09:26:51
1200,147,2021-10-23 09:59:52
1200,156,2021-10-23 10:26:53
1200,161,2021-10-23 10:59:53
1200,190,2021-10-23 11:26:49
1200,230,2021-10-23 11:59:50
1200,254,2021-10-23 12:26:51
1200,269,2021-10-23 13:06:52
1200,276,2021-10-23 13:26:55
1200,280,2021-10-23 13:59:53
1200,274,2021-10-23 14:26:51
1200,277,2021-10-23 14:59:53
1200,274,2021-10-23 15:26:56
1200,242,2021-10-23 15:59:54
1200,227,2021-10-23 16:26:57
1200,222,2021-10-24 07:56:56
1200,316,2021-10-24 08:29:56
1200,423,2021-10-24 09:03:01
1200,494,2021-10-24 09:30:01
1200,546,2021-10-24 09:55:57
1200,580,2021-10-24 10:30:02
1200,591,2021-10-24 11:03:03
1200,614,2021-10-24 11:29:57
1200,639,2021-10-24 12:02:57
1200,657,2021-10-24 12:30:03
1200,680,2021-10-24 12:56:58
1200,687,2021-10-24 13:30:03
1200,688,2021-10-24 13:56:01
1200,703,2021-10-24 14:30:02
1200,701,2021-10-24 14:56:02
1200,673,2021-10-24 15:32:59
1200,624,2021-10-24 16:00:04
1200,536,2021-10-24 16:33:03
1200,207,2021-10-25 08:00:03
1200,270,2021-10-25 08:26:08
1200,382,2021-10-25 09:00:03
1200,440,2021-10-25 09:19:19
1200,532,2021-10-25 09:56:19
1200,579,2021-10-25 10:29:19
1200,595,2021-10-25 10:56:23
1200,621,2021-10-25 11:29:22
1200,635,2021-10-25 12:02:23
1200,650,2021-10-25 12:29:21
1200,676,2021-10-25 13:03:20
1200,672,2021-10-25 13:29:24
1200,667,2021-10-25 13:56:21
1200,669,2021-10-25 14:29:23
1200,653,2021-10-25 15:02:24
1200,631,2021-10-25 15:29:22
1200,600,2021-10-25 15:56:25
1200,522,2021-10-25 16:29:22
1200,216,2021-10-26 07:59:26
1200,305,2021-10-26 08:32:27
1200,401,2021-10-26 08:59:29
1200,475,2021-10-26 09:26:27
1200,532,2021-10-26 09:59:25
1200,563,2021-10-26 10:26:30
1200,597,2021-10-26 10:59:30
1200,612,2021-10-26 11:26:28
1200,634,2021-10-26 11:59:29
1200,650,2021-10-26 12:26:27
1200,656,2021-10-26 12:59:31
1200,670,2021-10-26 13:26:32
1200,689,2021-10-26 13:59:26
1200,686,2021-10-26 14:26:26
1200,679,2021-10-26 14:59:30
1200,657,2021-10-26 15:26:30
1200,611,2021-10-26 15:59:32
1200,538,2021-10-26 16:32:30
1200,218,2021-10-27 07:59:33
1200,304,2021-10-27 08:32:33
1200,389,2021-10-27 08:59:33
1200,471,2021-10-27 09:32:35
1200,516,2021-10-27 09:59:37
1200,558,2021-10-27 10:25:37
1200,592,2021-10-27 10:59:38
1200,617,2021-10-27 11:32:32
1200,639,2021-10-27 11:59:38
1200,643,2021-10-27 12:26:35
1200,659,2021-10-27 12:59:36
1200,671,2021-10-27 13:32:35
1200,682,2021-10-27 13:59:37
1200,680,2021-10-27 14:26:38
1200,670,2021-10-27 14:59:37
1200,648,2021-10-27 15:26:33
1200,607,2021-10-27 15:59:38
1200,541,2021-10-27 16:26:39
1200,216,2021-10-28 08:16:41
1200,216,2021-10-28 08:16:41
1200,317,2021-10-28 08:56:40
1200,393,2021-10-28 09:29:43
1200,461,2021-10-28 10:02:44
1200,498,2021-10-28 10:29:41
1200,525,2021-10-28 10:56:43
1200,539,2021-10-28 11:29:44
1200,557,2021-10-28 12:02:44
1200,574,2021-10-28 12:29:45
1200,600,2021-10-28 13:02:43
1200,593,2021-10-28 13:29:45
1200,617,2021-10-28 14:02:39
1200,631,2021-10-28 14:29:45
1200,634,2021-10-28 15:02:43
1200,588,2021-10-28 15:29:41
1200,548,2021-10-28 16:02:40
1200,475,2021-10-28 16:29:42
1200,102,2021-10-29 07:59:48
1200,108,2021-10-29 08:26:46
1200,140,2021-10-29 08:59:48
1200,169,2021-10-29 09:26:50
1200,186,2021-10-29 09:59:51
1200,207,2021-10-29 10:26:49
1200,252,2021-10-29 10:59:46
1200,287,2021-10-29 11:25:51
1200,329,2021-10-29 12:06:51
1200,345,2021-10-29 12:26:46
1200,379,2021-10-29 12:59:51
1200,395,2021-10-29 13:26:47
1200,420,2021-10-29 13:59:51
1200,440,2021-10-29 14:26:50
1200,489,2021-10-29 14:59:51
1200,495,2021-10-29 15:26:52
1200,483,2021-10-29 15:59:51
1200,438,2021-10-29 16:26:53
1200,106,2021-10-30 07:59:55
1200,106,2021-10-30 07:59:55
1200,106,2021-10-30 07:59:55
1200,107,2021-10-30 08:05:53
1200,112,2021-10-30 08:45:54
1200,142,2021-10-30 09:25:57
1200,173,2021-10-30 09:59:52
1200,189,2021-10-30 10:25:54
1200,176,2021-10-30 10:59:56
1200,214,2021-10-30 11:25:55
1200,223,2021-10-30 11:59:58
1200,242,2021-10-30 12:26:54
1200,271,2021-10-30 13:06:59
1200,268,2021-10-30 13:25:59
1200,271,2021-10-30 13:59:59
1200,252,2021-10-30 14:32:54
1200,245,2021-10-30 15:00:00
1200,226,2021-10-30 15:32:59
1200,220,2021-10-31 08:00:03
1200,303,2021-10-31 08:26:02
1200,444,2021-10-31 09:00:00
1200,555,2021-10-31 09:26:03
1200,666,2021-10-31 10:00:05
1200,691,2021-10-31 10:26:02
1200,729,2021-10-31 11:00:02
1200,732,2021-10-31 11:26:04
1200,740,2021-10-31 12:00:04
1200,742,2021-10-31 12:26:06
1200,757,2021-10-31 13:00:06
1200,753,2021-10-31 13:26:01
1200,753,2021-10-31 13:59:47
1200,725,2021-10-31 14:26:05
1200,693,2021-10-31 15:00:03
1200,669,2021-10-31 15:27:04
1200,635,2021-10-31 16:00:07
1200,554,2021-10-31 16:26:06
1200,263,2021-11-01 08:06:07
1200,263,2021-11-01 08:06:07
1200,328,2021-11-01 08:26:07
1200,457,2021-11-01 09:00:08
1200,552,2021-11-01 09:26:12
1200,671,2021-11-01 10:00:08
1200,713,2021-11-01 10:26:11
1200,750,2021-11-01 11:00:09
1200,762,2021-11-01 11:26:11
1200,754,2021-11-01 11:39:12
1200,756,2021-11-01 13:00:12
1200,767,2021-11-01 13:26:12
1200,772,2021-11-01 14:00:09
1200,781,2021-11-01 14:26:10
1200,739,2021-11-01 15:00:12
1200,714,2021-11-01 15:27:09
1200,650,2021-11-01 16:00:09
1200,564,2021-11-01 16:33:14
1200,235,2021-11-02 07:56:18
1200,325,2021-11-02 08:30:14
1200,420,2021-11-02 08:56:14
1200,557,2021-11-02 09:30:15
1200,653,2021-11-02 09:56:15
1200,716,2021-11-02 10:29:19
1200,759,2021-11-02 10:56:16
1200,778,2021-11-02 11:30:19
1200,788,2021-11-02 11:56:19
1200,789,2021-11-02 12:30:20
1200,794,2021-11-02 13:03:20
1200,775,2021-11-02 13:30:18
1200,779,2021-11-02 14:03:20
1200,758,2021-11-02 14:30:16
1200,740,2021-11-02 14:56:19
1200,678,2021-11-02 15:29:19
1200,606,2021-11-02 16:03:20
1200,529,2021-11-02 16:30:18
1200,253,2021-11-03 08:00:22
1200,320,2021-11-03 08:26:26
1200,440,2021-11-03 09:00:22
1200,543,2021-11-03 09:26:22
1200,637,2021-11-03 10:00:22
1200,668,2021-11-03 10:26:25
1200,708,2021-11-03 11:00:24
1200,714,2021-11-03 11:26:27
1200,723,2021-11-03 11:53:24
1200,739,2021-11-03 12:26:27
1200,744,2021-11-03 12:59:26
1200,747,2021-11-03 13:26:26
1200,750,2021-11-03 13:59:26
1200,740,2021-11-03 14:26:23
1200,698,2021-11-03 15:00:23
1200,661,2021-11-03 15:26:24
1200,633,2021-11-03 16:03:28
1200,575,2021-11-03 16:30:27
1200,249,2021-11-04 08:00:29
1200,317,2021-11-04 08:26:32
1200,416,2021-11-04 08:59:32
1200,553,2021-11-04 09:33:32
1200,607,2021-11-04 10:00:29
1200,639,2021-11-04 10:26:31
1200,671,2021-11-04 11:00:33
1200,678,2021-11-04 11:33:31
1200,677,2021-11-04 12:00:31
1200,677,2021-11-04 12:33:34
1200,686,2021-11-04 13:00:30
1200,677,2021-11-04 13:26:33
1200,670,2021-11-04 13:59:31
1200,662,2021-11-04 14:26:30
1200,621,2021-11-04 15:00:30
1200,584,2021-11-04 15:26:30
1200,550,2021-11-04 16:00:33
1200,483,2021-11-04 16:26:30
1200,150,2021-11-05 08:00:35
1200,163,2021-11-05 08:26:35
1200,195,2021-11-05 08:59:37
1200,223,2021-11-05 09:26:38
1200,245,2021-11-05 09:59:37
1200,274,2021-11-05 10:33:38
1200,297,2021-11-05 10:59:39
1200,333,2021-11-05 11:26:38
1200,365,2021-11-05 12:06:39
1200,391,2021-11-05 12:26:41
1200,429,2021-11-05 13:00:37
1200,455,2021-11-05 13:33:39
1200,460,2021-11-05 13:59:41
1200,470,2021-11-05 14:26:39
1200,449,2021-11-05 15:00:40
1200,454,2021-11-05 15:26:40
1200,411,2021-11-05 16:00:41
1200,406,2021-11-05 16:26:40
1200,114,2021-11-06 07:53:43
1200,116,2021-11-06 08:26:43
1200,120,2021-11-06 08:46:45
1200,158,2021-11-06 09:33:44
1200,166,2021-11-06 10:00:43
1200,175,2021-11-06 10:26:46
1200,179,2021-11-06 10:59:45
1200,229,2021-11-06 11:26:44
1200,253,2021-11-06 11:59:43
1200,266,2021-11-06 12:26:47
1200,277,2021-11-06 13:06:45
1200,276,2021-11-06 13:26:43
1200,296,2021-11-06 13:59:46
1200,276,2021-11-06 14:33:47
1200,276,2021-11-06 15:00:47
1200,251,2021-11-06 15:26:45
1200,225,2021-11-06 15:59:48
1200,196,2021-11-06 16:26:45
1200,185,2021-11-07 08:00:52
1200,269,2021-11-07 08:26:53
1200,392,2021-11-07 08:59:50
1200,505,2021-11-07 09:26:49
1200,606,2021-11-07 09:59:50
1200,662,2021-11-07 10:26:49
1200,699,2021-11-07 10:59:51
1200,718,2021-11-07 11:26:51
1200,751,2021-11-07 11:59:51
1200,762,2021-11-07 12:26:50
1200,775,2021-11-07 12:59:53
1200,762,2021-11-07 13:33:52
1200,774,2021-11-07 13:59:54
1200,745,2021-11-07 14:33:55
1200,727,2021-11-07 15:00:51
1200,682,2021-11-07 15:33:53
1200,636,2021-11-07 16:00:51
1200,531,2021-11-07 16:33:53
1200,217,2021-11-08 07:59:58
1200,303,2021-11-08 08:26:55
1200,429,2021-11-08 08:59:56
1200,540,2021-11-08 09:26:56
1200,668,2021-11-08 09:59:56
1200,720,2021-11-08 10:33:59
1200,767,2021-11-08 11:00:00
1200,798,2021-11-08 11:33:56
1200,812,2021-11-08 11:59:58
1200,818,2021-11-08 12:27:01
1200,815,2021-11-08 13:00:00
1200,806,2021-11-08 13:34:01
1200,803,2021-11-08 14:00:59
1200,766,2021-11-08 14:26:58
1200,729,2021-11-08 15:00:02
1200,673,2021-11-08 15:33:57
1200,629,2021-11-08 16:01:02
1200,550,2021-11-08 16:34:02
1200,215,2021-11-09 08:00:02
1200,300,2021-11-09 08:27:02
1200,420,2021-11-09 09:00:07
1200,553,2021-11-09 09:34:05
1200,624,2021-11-09 10:00:05
1200,671,2021-11-09 10:27:03
1200,707,2021-11-09 11:00:04
1200,711,2021-11-09 11:27:04
1200,737,2021-11-09 12:00:06
1200,743,2021-11-09 12:27:05
1200,755,2021-11-09 13:00:08
1200,771,2021-11-09 13:27:04
1200,755,2021-11-09 14:00:04
1200,752,2021-11-09 14:27:08
1200,717,2021-11-09 15:00:06
1200,673,2021-11-09 15:34:05
1200,645,2021-11-09 16:00:09
1200,557,2021-11-09 16:34:06
1200,228,2021-11-10 08:00:12
1200,330,2021-11-10 08:34:11
1200,441,2021-11-10 09:00:09
1200,543,2021-11-10 09:27:11
1200,645,2021-11-10 10:00:12
1200,692,2021-11-10 10:27:10
1200,737,2021-11-10 11:00:12
1200,754,2021-11-10 11:27:14
1200,773,2021-11-10 12:00:10
1200,781,2021-11-10 12:27:14
1200,780,2021-11-10 13:00:13
1200,784,2021-11-10 13:34:14
1200,790,2021-11-10 14:00:15
1200,764,2021-11-10 14:27:13
1200,719,2021-11-10 15:00:13
1200,684,2021-11-10 15:27:15
1200,631,2021-11-10 16:00:15
1200,548,2021-11-10 16:27:13
1200,229,2021-11-11 08:00:17
1200,317,2021-11-11 08:27:19
1200,427,2021-11-11 09:00:19
1200,522,2021-11-11 09:27:16
1200,632,2021-11-11 10:00:16
1200,688,2021-11-11 10:27:18
1200,713,2021-11-11 11:00:18
1200,720,2021-11-11 11:27:18
1200,739,2021-11-11 12:00:21
1200,726,2021-11-11 12:27:21
1200,728,2021-11-11 13:00:19
1200,724,2021-11-11 13:34:21
1200,731,2021-11-11 14:00:21
1200,726,2021-11-11 14:27:18
1200,689,2021-11-11 15:00:21
1200,633,2021-11-11 15:34:20
1200,610,2021-11-11 16:00:21
1200,538,2021-11-11 16:34:18
1200,94,2021-11-12 07:47:22
1200,113,2021-11-12 08:27:25
1200,136,2021-11-12 09:00:26
1200,172,2021-11-12 09:27:26
1200,234,2021-11-12 10:00:25
1200,268,2021-11-12 10:27:27
1200,325,2021-11-12 11:00:27
1200,362,2021-11-12 11:34:23
1200,408,2021-11-12 12:00:27
1200,449,2021-11-12 12:27:23
1200,479,2021-11-12 13:00:28
1200,511,2021-11-12 13:27:27
1200,522,2021-11-12 14:00:26
1200,519,2021-11-12 14:27:28
1200,536,2021-11-12 15:00:28
1200,535,2021-11-12 15:27:27
1200,512,2021-11-12 16:00:24
1200,466,2021-11-12 16:34:28
1200,96,2021-11-13 07:53:30
1200,96,2021-11-13 08:27:31
1200,99,2021-11-13 09:00:32
1200,132,2021-11-13 09:34:15
1200,144,2021-11-13 10:00:31
1200,157,2021-11-13 10:33:32
1200,162,2021-11-13 11:00:32
1200,226,2021-11-13 11:27:32
1200,256,2021-11-13 12:00:34
1200,296,2021-11-13 12:27:31
1200,321,2021-11-13 13:07:31
1200,325,2021-11-13 13:33:34
1200,341,2021-11-13 14:00:35
1200,346,2021-11-13 14:27:35
1200,321,2021-11-13 15:00:35
1200,314,2021-11-13 15:27:35
1200,273,2021-11-13 16:00:32
1200,250,2021-11-13 16:27:34
1200,196,2021-11-14 08:00:37
1200,302,2021-11-14 08:33:40
1200,410,2021-11-14 09:00:38
1200,530,2021-11-14 09:27:40
1200,635,2021-11-14 10:00:37
1200,673,2021-11-14 10:27:38
1200,707,2021-11-14 11:00:39
1200,725,2021-11-14 11:27:40
1200,756,2021-11-14 12:00:37
1200,756,2021-11-14 12:27:39
1200,771,2021-11-14 13:00:38
1200,769,2021-11-14 13:27:41
1200,756,2021-11-14 14:00:38
1200,745,2021-11-14 14:33:40
1200,720,2021-11-14 15:00:38
1200,685,2021-11-14 15:27:42
1200,636,2021-11-14 16:00:39
1200,566,2021-11-14 16:27:39
1200,216,2021-11-15 07:57:43
1200,327,2021-11-15 08:30:47
1200,440,2021-11-15 08:57:45
1200,564,2021-11-15 09:30:46
1200,681,2021-11-15 09:57:44
1200,746,2021-11-15 10:30:47
1200,798,2021-11-15 11:03:48
1200,820,2021-11-15 11:30:46
1200,839,2021-11-15 11:57:47
1200,843,2021-11-15 12:30:45
1200,831,2021-11-15 12:57:48
1200,818,2021-11-15 13:30:48
1200,821,2021-11-15 14:03:46
1200,808,2021-11-15 14:30:48
1200,782,2021-11-15 15:03:48
1200,737,2021-11-15 15:30:49
1200,704,2021-11-15 15:57:49
1200,584,2021-11-15 16:30:46
1200,239,2021-11-16 08:00:51
1200,323,2021-11-16 08:27:50
1200,448,2021-11-16 09:00:51
1200,563,2021-11-16 09:27:53
1200,690,2021-11-16 10:00:54
1200,763,2021-11-16 10:33:53
1200,802,2021-11-16 11:00:51
1200,822,2021-11-16 11:27:51
1200,840,2021-11-16 12:00:54
1200,845,2021-11-16 12:27:54
1200,839,2021-11-16 13:00:54
1200,843,2021-11-16 13:27:55
1200,810,2021-11-16 14:00:55
1200,788,2021-11-16 14:27:52
1200,744,2021-11-16 15:00:55
1200,701,2021-11-16 15:33:56
1200,664,2021-11-16 16:00:57
1200,556,2021-11-16 16:33:57
1200,249,2021-11-17 08:04:02
1200,335,2021-11-17 08:31:01
1200,463,2021-11-17 09:03:57
1200,566,2021-11-17 09:31:01
1200,655,2021-11-17 09:57:02
1200,711,2021-11-17 10:31:02
1200,756,2021-11-17 11:04:02
1200,783,2021-11-17 11:31:02
1200,798,2021-11-17 12:04:02
1200,805,2021-11-17 12:31:03
1200,813,2021-11-17 13:04:03
1200,816,2021-11-17 13:31:03
1200,802,2021-11-17 14:04:03
1200,792,2021-11-17 14:30:59
1200,749,2021-11-17 14:58:03
1200,703,2021-11-17 15:30:59
1200,673,2021-11-17 15:58:03
1200,567,2021-11-17 16:31:04
1200,219,2021-11-18 08:01:05
